date,position,number
2012-11-11,tercero,83
2012-11-11,segundo,50
2012-11-11,primero,20
2012-11-12,tercero,74
2012-11-12,segundo,24
2012-11-12,primero,81
2012-11-13,primero,70
2012-11-13,segundo,90
2012-11-13,tercero,18
2012-11-14,tercero,35
2012-11-14,segundo,67
2012-11-14,primero,5
2012-11-15,tercero,16
2012-11-15,segundo,82
2012-11-15,primero,50
2012-11-16,tercero,79
2012-11-16,segundo,52
2012-11-16,primero,91
2012-11-17,primero,42
2012-11-17,tercero,52
2012-11-17,segundo,33
2012-11-18,segundo,75
2012-11-18,primero,70
2012-11-18,tercero,47
2012-11-19,tercero,46
2012-11-19,segundo,5
2012-11-19,primero,28
2012-11-20,tercero,79
2012-11-20,segundo,47
2012-11-20,primero,34
2012-11-21,tercero,18
2012-11-21,segundo,31
2012-11-21,primero,72
2012-11-22,primero,58
2012-11-22,segundo,38
2012-11-22,tercero,74
2012-11-23,tercero,66
2012-11-23,segundo,83
2012-11-23,primero,88
2012-11-24,tercero,9
2012-11-24,segundo,84
2012-11-24,primero,93
2012-11-25,tercero,99
2012-11-25,segundo,41
2012-11-25,primero,43
2012-11-26,primero,72
2012-11-26,segundo,9
2012-11-26,tercero,78
2012-11-27,tercero,89
2012-11-27,segundo,93
2012-11-27,primero,86
2012-11-28,tercero,33
2012-11-28,segundo,83
2012-11-28,primero,73
2012-11-29,tercero,20
2012-11-29,segundo,64
2012-11-29,primero,46
2012-11-30,tercero,39
2012-11-30,segundo,36
2012-11-30,primero,30
2012-12-01,primero,54
2012-12-01,tercero,20
2012-12-01,segundo,76
2012-12-02,tercero,1
2012-12-02,segundo,50
2012-12-02,primero,93
2012-12-03,tercero,71
2012-12-03,segundo,77
2012-12-03,primero,42
2012-12-04,tercero,77
2012-12-04,segundo,56
2012-12-04,primero,63
2012-12-05,primero,47
2012-12-05,tercero,68
2012-12-05,segundo,42
2012-12-06,primero,8
2012-12-06,tercero,55
2012-12-06,segundo,23
2012-12-07,tercero,97
2012-12-07,segundo,48
2012-12-07,primero,83
2012-12-08,tercero,79
2012-12-08,segundo,38
2012-12-08,primero,6
2012-12-10,tercero,55
2012-12-10,segundo,37
2012-12-10,primero,64
2012-12-11,primero,60
2012-12-11,segundo,88
2012-12-11,tercero,87
2012-12-12,tercero,91
2012-12-12,segundo,55
2012-12-12,primero,4
2012-12-13,tercero,7
2012-12-13,segundo,47
2012-12-13,primero,72
2012-12-14,tercero,80
2012-12-14,segundo,43
2012-12-14,primero,85
2012-12-15,primero,60
2012-12-15,tercero,6
2012-12-15,segundo,21
2012-12-16,tercero,30
2012-12-16,segundo,76
2012-12-16,primero,8
2012-12-17,tercero,34
2012-12-17,segundo,81
2012-12-17,primero,89
2012-12-18,tercero,94
2012-12-18,segundo,27
2012-12-18,primero,90
2012-12-19,tercero,41
2012-12-19,segundo,39
2012-12-19,primero,82
2012-12-20,primero,54
2012-12-20,tercero,77
2012-12-20,segundo,74
2012-12-21,tercero,94
2012-12-21,segundo,11
2012-12-21,primero,28
2012-12-22,tercero,8
2012-12-22,segundo,47
2012-12-22,primero,46
2012-12-23,tercero,98
2012-12-23,segundo,0
2012-12-23,primero,41
2012-12-26,primero,36
2012-12-26,tercero,17
2012-12-26,segundo,51
2012-12-27,tercero,33
2012-12-27,segundo,8
2012-12-27,primero,7
2012-12-28,tercero,70
2012-12-28,segundo,91
2012-12-28,primero,58
2012-12-29,tercero,34
2012-12-29,segundo,95
2012-12-29,primero,71
2012-12-30,tercero,58
2012-12-30,segundo,42
2012-12-30,primero,76
2013-01-02,primero,13
2013-01-02,tercero,95
2013-01-02,segundo,34
2013-01-03,tercero,50
2013-01-03,segundo,10
2013-01-03,primero,14
2013-01-04,tercero,2
2013-01-04,segundo,70
2013-01-04,primero,82
2013-01-05,tercero,53
2013-01-05,segundo,66
2013-01-05,primero,77
2013-01-06,primero,24
2013-01-06,tercero,93
2013-01-06,segundo,6
2013-01-07,tercero,63
2013-01-07,segundo,51
2013-01-07,primero,68
2013-01-08,tercero,72
2013-01-08,segundo,7
2013-01-08,primero,94
2013-01-09,tercero,99
2013-01-09,segundo,23
2013-01-09,primero,84
2013-01-10,primero,94
2013-01-10,tercero,78
2013-01-10,segundo,72
2013-01-11,tercero,98
2013-01-11,segundo,72
2013-01-11,primero,21
2013-01-12,tercero,17
2013-01-12,segundo,93
2013-01-12,primero,88
2013-01-13,tercero,80
2013-01-13,segundo,18
2013-01-13,primero,41
2013-01-14,primero,63
2013-01-14,tercero,85
2013-01-14,segundo,11
2013-01-15,primero,70
2013-01-15,tercero,25
2013-01-15,segundo,49
2013-01-16,tercero,88
2013-01-16,segundo,44
2013-01-16,primero,51
2013-01-17,tercero,41
2013-01-17,segundo,78
2013-01-17,primero,27
2013-01-18,tercero,0
2013-01-18,segundo,88
2013-01-18,primero,74
2013-01-19,primero,32
2013-01-19,tercero,77
2013-01-19,segundo,55
2013-01-20,tercero,59
2013-01-20,segundo,90
2013-01-20,primero,33
2013-01-22,tercero,24
2013-01-22,segundo,35
2013-01-22,primero,59
2013-01-23,tercero,44
2013-01-23,segundo,67
2013-01-23,primero,45
2013-01-24,primero,14
2013-01-24,segundo,60
2013-01-24,tercero,33
2013-01-25,primero,15
2013-01-25,tercero,17
2013-01-25,segundo,52
2013-01-26,tercero,80
2013-01-26,segundo,74
2013-01-26,primero,0
2013-01-27,tercero,64
2013-01-27,segundo,23
2013-01-27,primero,82
2013-01-29,tercero,96
2013-01-29,segundo,38
2013-01-29,primero,54
2013-01-30,primero,28
2013-01-30,segundo,60
2013-01-30,tercero,72
2013-01-31,tercero,25
2013-01-31,segundo,96
2013-01-31,primero,68
2013-02-01,tercero,52
2013-02-01,segundo,46
2013-02-01,primero,0
2013-02-02,tercero,31
2013-02-02,segundo,73
2013-02-02,primero,93
2013-02-03,primero,16
2013-02-03,tercero,64
2013-02-03,segundo,68
2013-02-04,segundo,80
2013-02-04,primero,4
2013-02-04,tercero,62
2013-02-05,tercero,30
2013-02-05,segundo,1
2013-02-05,primero,4
2013-02-06,tercero,45
2013-02-06,segundo,61
2013-02-06,primero,14
2013-02-08,tercero,86
2013-02-08,segundo,71
2013-02-08,primero,30
2013-02-09,primero,10
2013-02-09,segundo,31
2013-02-09,tercero,24
2013-02-10,tercero,33
2013-02-10,segundo,62
2013-02-10,primero,61
2013-02-11,tercero,86
2013-02-11,segundo,91
2013-02-11,primero,43
2013-02-12,tercero,18
2013-02-12,segundo,3
2013-02-12,primero,36
2013-02-13,primero,75
2013-02-13,segundo,80
2013-02-13,tercero,0
2013-02-14,tercero,56
2013-02-14,segundo,27
2013-02-14,primero,98
2013-02-15,tercero,26
2013-02-15,segundo,86
2013-02-15,primero,36
2013-02-16,tercero,30
2013-02-16,segundo,61
2013-02-16,primero,80
2013-02-18,tercero,77
2013-02-18,segundo,21
2013-02-18,primero,10
2013-02-19,primero,63
2013-02-19,tercero,88
2013-02-19,segundo,27
2013-02-20,tercero,4
2013-02-20,segundo,17
2013-02-20,primero,28
2013-02-21,tercero,67
2013-02-21,segundo,4
2013-02-21,primero,57
2013-02-22,tercero,23
2013-02-22,segundo,31
2013-02-22,primero,24
2013-02-23,primero,18
2013-02-23,tercero,21
2013-02-23,segundo,80
2013-02-24,primero,26
2013-02-24,tercero,0
2013-02-24,segundo,91
2013-02-25,tercero,54
2013-02-25,segundo,72
2013-02-25,primero,77
2013-02-26,tercero,81
2013-02-26,segundo,63
2013-02-26,primero,12
2013-02-28,tercero,72
2013-02-28,segundo,49
2013-02-28,primero,70
2013-03-01,primero,41
2013-03-01,segundo,41
2013-03-01,tercero,80
2013-03-02,tercero,3
2013-03-02,segundo,41
2013-03-02,primero,62
2013-03-03,tercero,42
2013-03-03,segundo,51
2013-03-03,primero,91
2013-03-04,tercero,68
2013-03-04,segundo,98
2013-03-04,primero,73
2013-03-05,primero,18
2013-03-05,tercero,99
2013-03-05,segundo,96
2013-03-06,tercero,87
2013-03-06,segundo,9
2013-03-06,primero,75
2013-03-07,tercero,85
2013-03-07,segundo,39
2013-03-07,primero,36
2013-03-08,tercero,53
2013-03-08,segundo,88
2013-03-08,primero,93
2013-03-09,tercero,0
2013-03-09,segundo,59
2013-03-09,primero,80
2013-03-10,primero,38
2013-03-10,tercero,78
2013-03-10,segundo,60
2013-03-11,tercero,99
2013-03-11,segundo,41
2013-03-11,primero,78
2013-03-12,tercero,1
2013-03-12,segundo,31
2013-03-12,primero,26
2013-03-13,tercero,98
2013-03-13,segundo,67
2013-03-13,primero,17
2013-03-14,primero,2
2013-03-14,tercero,53
2013-03-14,segundo,25
2013-03-15,tercero,41
2013-03-15,segundo,33
2013-03-15,primero,70
2013-03-16,tercero,6
2013-03-16,segundo,24
2013-03-16,primero,75
2013-03-17,tercero,32
2013-03-17,segundo,17
2013-03-17,primero,76
2013-03-18,tercero,97
2013-03-18,segundo,85
2013-03-18,primero,71
2013-03-19,primero,9
2013-03-19,tercero,77
2013-03-19,segundo,56
2013-03-20,tercero,54
2013-03-20,segundo,56
2013-03-20,primero,93
2013-03-21,tercero,81
2013-03-21,segundo,12
2013-03-21,primero,15
2013-03-22,tercero,43
2013-03-22,segundo,31
2013-03-22,primero,33
2013-03-23,primero,24
2013-03-23,tercero,18
2013-03-23,segundo,13
2013-03-24,tercero,92
2013-03-24,segundo,75
2013-03-24,primero,63
2013-03-25,tercero,88
2013-03-25,segundo,50
2013-03-25,primero,3
2013-03-26,tercero,9
2013-03-26,segundo,55
2013-03-26,primero,39
2013-03-27,primero,71
2013-03-27,tercero,69
2013-03-27,segundo,91
2013-03-31,tercero,19
2013-03-31,segundo,20
2013-03-31,primero,74
2013-04-01,tercero,51
2013-04-01,segundo,30
2013-04-01,primero,29
2013-04-02,tercero,73
2013-04-02,segundo,90
2013-04-02,primero,51
2013-04-03,primero,54
2013-04-03,tercero,26
2013-04-03,segundo,19
2013-04-04,primero,58
2013-04-04,tercero,22
2013-04-04,segundo,61
2013-04-05,primero,49
2013-04-05,tercero,10
2013-04-05,segundo,26
2013-04-06,primero,49
2013-04-06,tercero,12
2013-04-06,segundo,59
2013-04-07,tercero,63
2013-04-07,segundo,34
2013-04-07,primero,41
2013-04-09,tercero,96
2013-04-09,segundo,71
2013-04-09,primero,6
2013-04-10,primero,29
2013-04-10,segundo,11
2013-04-10,tercero,25
2013-04-11,segundo,83
2013-04-11,primero,51
2013-04-11,tercero,81
2013-04-12,tercero,27
2013-04-12,segundo,25
2013-04-12,primero,91
2013-04-13,tercero,24
2013-04-13,segundo,63
2013-04-13,primero,39
2013-04-14,primero,91
2013-04-14,tercero,25
2013-04-14,segundo,13
2013-04-15,tercero,58
2013-04-15,segundo,40
2013-04-15,primero,45
2013-04-16,tercero,51
2013-04-16,segundo,50
2013-04-16,primero,30
2013-04-17,tercero,84
2013-04-17,segundo,28
2013-04-17,primero,43
2013-04-19,primero,15
2013-04-19,segundo,17
2013-04-19,tercero,64
2013-04-20,tercero,10
2013-04-20,segundo,77
2013-04-20,primero,31
2013-04-21,tercero,59
2013-04-21,segundo,17
2013-04-21,primero,58
2013-04-22,tercero,42
2013-04-22,segundo,4
2013-04-22,primero,42
2013-04-23,primero,64
2013-04-23,segundo,9
2013-04-23,tercero,86
2013-04-24,primero,19
2013-04-24,tercero,50
2013-04-24,segundo,29
2013-04-25,primero,20
2013-04-25,tercero,99
2013-04-25,segundo,48
2013-04-26,tercero,9
2013-04-26,segundo,92
2013-04-26,primero,5
2013-04-27,tercero,80
2013-04-27,segundo,43
2013-04-27,primero,36
2013-04-29,primero,85
2013-04-29,tercero,27
2013-04-29,segundo,35
2013-04-30,segundo,31
2013-04-30,primero,28
2013-04-30,tercero,99
2013-05-01,tercero,16
2013-05-01,segundo,80
2013-05-01,primero,19
2013-05-02,tercero,25
2013-05-02,segundo,28
2013-05-02,primero,59
2013-05-03,primero,44
2013-05-03,segundo,6
2013-05-03,tercero,45
2013-05-04,primero,84
2013-05-04,tercero,95
2013-05-04,segundo,14
2013-05-05,tercero,26
2013-05-05,segundo,19
2013-05-05,primero,85
2013-05-06,tercero,88
2013-05-06,segundo,87
2013-05-06,primero,57
2013-05-07,primero,46
2013-05-07,segundo,47
2013-05-07,tercero,86
2013-05-08,segundo,2
2013-05-08,primero,79
2013-05-08,tercero,9
2013-05-09,tercero,18
2013-05-09,segundo,70
2013-05-09,primero,57
2013-05-10,tercero,21
2013-05-10,segundo,60
2013-05-10,primero,83
2013-05-11,primero,86
2013-05-11,tercero,59
2013-05-11,segundo,33
2013-05-12,segundo,36
2013-05-12,primero,18
2013-05-12,tercero,80
2013-05-13,tercero,43
2013-05-13,segundo,65
2013-05-13,primero,6
2013-05-14,tercero,3
2013-05-14,segundo,92
2013-05-14,primero,49
2013-05-15,tercero,88
2013-05-15,segundo,34
2013-05-15,primero,53
2013-05-16,primero,81
2013-05-16,segundo,51
2013-05-16,tercero,66
2013-05-17,tercero,65
2013-05-17,segundo,76
2013-05-17,primero,46
2013-05-18,tercero,81
2013-05-18,segundo,19
2013-05-18,primero,11
2013-05-19,tercero,80
2013-05-19,segundo,95
2013-05-19,primero,45
2013-05-20,primero,59
2013-05-20,segundo,50
2013-05-20,tercero,99
2013-05-21,tercero,37
2013-05-21,segundo,0
2013-05-21,primero,15
2013-05-22,tercero,32
2013-05-22,segundo,72
2013-05-22,primero,65
2013-05-23,tercero,20
2013-05-23,segundo,31
2013-05-23,primero,71
2013-05-24,tercero,82
2013-05-24,segundo,38
2013-05-24,primero,11
2013-05-25,primero,37
2013-05-25,tercero,98
2013-05-25,segundo,92
2013-05-26,tercero,35
2013-05-26,segundo,23
2013-05-26,primero,93
2013-05-27,tercero,62
2013-05-27,segundo,25
2013-05-27,primero,70
2013-05-29,tercero,97
2013-05-29,segundo,65
2013-05-29,primero,40
2013-05-30,primero,41
2013-05-30,tercero,63
2013-05-30,segundo,85
2013-05-31,tercero,6
2013-05-31,segundo,35
2013-05-31,primero,92
2013-06-01,tercero,65
2013-06-01,segundo,95
2013-06-01,primero,94
2013-06-02,tercero,53
2013-06-02,segundo,80
2013-06-02,primero,27
2013-06-03,tercero,90
2013-06-03,segundo,81
2013-06-03,primero,20
2013-06-04,primero,90
2013-06-04,tercero,66
2013-06-04,segundo,93
2013-06-05,tercero,67
2013-06-05,segundo,17
2013-06-05,primero,80
2013-06-06,tercero,95
2013-06-06,segundo,20
2013-06-06,primero,18
2013-06-08,tercero,72
2013-06-08,segundo,64
2013-06-08,primero,40
2013-06-09,primero,49
2013-06-09,tercero,51
2013-06-09,segundo,66
2013-06-10,tercero,19
2013-06-10,segundo,8
2013-06-10,primero,48
2013-06-11,tercero,80
2013-06-11,segundo,48
2013-06-11,primero,74
2013-06-12,tercero,37
2013-06-12,segundo,89
2013-06-12,primero,67
2013-06-13,primero,12
2013-06-13,tercero,62
2013-06-13,segundo,24
2013-06-14,tercero,60
2013-06-14,segundo,0
2013-06-14,primero,53
2013-06-15,tercero,18
2013-06-15,segundo,40
2013-06-15,primero,24
2013-06-16,tercero,93
2013-06-16,segundo,43
2013-06-16,primero,49
2013-06-18,primero,60
2013-06-18,segundo,86
2013-06-18,tercero,23
2013-06-19,primero,13
2013-06-19,tercero,16
2013-06-19,segundo,57
2013-06-20,primero,38
2013-06-20,tercero,99
2013-06-20,segundo,46
2013-06-21,primero,20
2013-06-21,tercero,57
2013-06-21,segundo,29
2013-06-22,primero,74
2013-06-22,tercero,22
2013-06-22,segundo,46
2013-06-23,primero,12
2013-06-23,tercero,15
2013-06-23,segundo,77
2013-06-24,primero,18
2013-06-24,tercero,26
2013-06-24,segundo,36
2013-06-25,tercero,42
2013-06-25,segundo,23
2013-06-25,primero,35
2013-06-26,tercero,33
2013-06-26,segundo,63
2013-06-26,primero,14
2013-06-28,primero,70
2013-06-28,segundo,74
2013-06-28,tercero,48
2013-06-29,segundo,93
2013-06-29,primero,73
2013-06-29,tercero,68
2013-06-30,tercero,16
2013-06-30,segundo,92
2013-06-30,primero,68
2013-07-01,tercero,29
2013-07-01,segundo,9
2013-07-01,primero,19
2013-07-02,primero,88
2013-07-02,tercero,66
2013-07-02,segundo,63
2013-07-03,tercero,2
2013-07-03,segundo,9
2013-07-03,primero,4
2013-07-04,tercero,46
2013-07-04,segundo,56
2013-07-04,primero,8
2013-07-05,tercero,26
2013-07-05,segundo,12
2013-07-05,primero,73
2013-07-06,primero,2
2013-07-06,segundo,98
2013-07-06,tercero,49
2013-07-07,tercero,12
2013-07-07,segundo,19
2013-07-07,primero,77
2013-07-08,tercero,14
2013-07-08,segundo,68
2013-07-08,primero,38
2013-07-09,tercero,31
2013-07-09,segundo,68
2013-07-09,primero,36
2013-07-10,primero,46
2013-07-10,segundo,6
2013-07-10,tercero,8
2013-07-11,primero,40
2013-07-11,tercero,33
2013-07-11,segundo,92
2013-07-12,primero,92
2013-07-12,tercero,0
2013-07-12,segundo,62
2013-07-13,tercero,51
2013-07-13,segundo,62
2013-07-13,primero,42
2013-07-14,tercero,86
2013-07-14,segundo,96
2013-07-14,primero,77
2013-07-15,primero,51
2013-07-15,tercero,77
2013-07-15,segundo,80
2013-07-16,segundo,67
2013-07-16,primero,8
2013-07-16,tercero,91
2013-07-17,tercero,81
2013-07-17,segundo,40
2013-07-17,primero,68
2013-07-18,tercero,75
2013-07-18,segundo,40
2013-07-18,primero,33
2013-07-19,primero,84
2013-07-19,segundo,61
2013-07-19,tercero,36
2013-07-20,primero,32
2013-07-20,tercero,70
2013-07-20,segundo,34
2013-07-21,tercero,7
2013-07-21,segundo,13
2013-07-21,primero,69
2013-07-22,tercero,50
2013-07-22,segundo,11
2013-07-22,primero,28
2013-07-23,primero,33
2013-07-23,segundo,78
2013-07-23,tercero,33
2013-07-24,segundo,29
2013-07-24,primero,33
2013-07-24,tercero,62
2013-07-25,tercero,85
2013-07-25,segundo,18
2013-07-25,primero,75
2013-07-26,tercero,14
2013-07-26,segundo,55
2013-07-26,primero,93
2013-07-28,primero,79
2013-07-28,segundo,17
2013-07-28,tercero,63
2013-07-29,primero,18
2013-07-29,tercero,70
2013-07-29,segundo,77
2013-07-30,tercero,41
2013-07-30,segundo,65
2013-07-30,primero,2
2013-07-31,tercero,84
2013-07-31,segundo,28
2013-07-31,primero,55
2013-08-01,tercero,8
2013-08-01,segundo,69
2013-08-01,primero,77
2013-08-02,primero,66
2013-08-02,segundo,68
2013-08-02,tercero,86
2013-08-03,tercero,15
2013-08-03,segundo,88
2013-08-03,primero,0
2013-08-04,tercero,34
2013-08-04,segundo,18
2013-08-04,primero,4
2013-08-05,tercero,60
2013-08-05,segundo,96
2013-08-05,primero,88
2013-08-07,primero,45
2013-08-07,segundo,72
2013-08-07,tercero,38
2013-08-08,tercero,83
2013-08-08,segundo,81
2013-08-08,primero,70
2013-08-09,tercero,43
2013-08-09,segundo,71
2013-08-09,primero,70
2013-08-10,tercero,29
2013-08-10,segundo,13
2013-08-10,primero,70
2013-08-11,tercero,37
2013-08-11,segundo,87
2013-08-11,primero,4
2013-08-12,primero,0
2013-08-12,tercero,74
2013-08-12,segundo,96
2013-08-13,tercero,45
2013-08-13,segundo,9
2013-08-13,primero,18
2013-08-14,tercero,29
2013-08-14,segundo,45
2013-08-14,primero,58
2013-08-15,tercero,42
2013-08-15,segundo,8
2013-08-15,primero,3
2013-08-17,primero,54
2013-08-17,tercero,51
2013-08-17,segundo,16
2013-08-18,tercero,24
2013-08-18,segundo,2
2013-08-18,primero,47
2013-08-19,tercero,82
2013-08-19,segundo,72
2013-08-19,primero,12
2013-08-20,tercero,64
2013-08-20,segundo,21
2013-08-20,primero,88
2013-08-21,tercero,68
2013-08-21,segundo,90
2013-08-21,primero,61
2013-08-22,primero,88
2013-08-22,tercero,95
2013-08-22,segundo,23
2013-08-23,tercero,38
2013-08-23,segundo,84
2013-08-23,primero,79
2013-08-24,tercero,77
2013-08-24,segundo,6
2013-08-24,primero,29
2013-08-25,tercero,9
2013-08-25,segundo,77
2013-08-25,primero,81
2013-08-26,primero,45
2013-08-26,tercero,34
2013-08-26,segundo,26
2013-08-27,tercero,84
2013-08-27,segundo,32
2013-08-27,primero,56
2013-08-28,tercero,76
2013-08-28,segundo,65
2013-08-28,primero,15
2013-08-29,tercero,32
2013-08-29,segundo,2
2013-08-29,primero,79
2013-08-30,primero,9
2013-08-30,tercero,41
2013-08-30,segundo,79
2013-08-31,tercero,4
2013-08-31,segundo,46
2013-08-31,primero,0
2013-09-01,tercero,57
2013-09-01,segundo,64
2013-09-01,primero,42
2013-09-02,tercero,29
2013-09-02,segundo,48
2013-09-02,primero,16
2013-09-03,primero,23
2013-09-03,segundo,50
2013-09-03,tercero,16
2013-09-04,primero,91
2013-09-04,tercero,97
2013-09-04,segundo,95
2013-09-06,primero,51
2013-09-06,tercero,17
2013-09-06,segundo,82
2013-09-07,primero,23
2013-09-07,tercero,53
2013-09-07,segundo,46
2013-09-08,tercero,46
2013-09-08,segundo,13
2013-09-08,primero,40
2013-09-09,tercero,94
2013-09-09,segundo,31
2013-09-09,primero,18
2013-09-10,primero,95
2013-09-10,tercero,13
2013-09-10,segundo,38
2013-09-11,segundo,80
2013-09-11,primero,29
2013-09-11,tercero,62
2013-09-12,tercero,43
2013-09-12,segundo,71
2013-09-12,primero,1
2013-09-13,tercero,26
2013-09-13,segundo,57
2013-09-13,primero,3
2013-09-14,primero,8
2013-09-14,segundo,56
2013-09-14,tercero,98
2013-09-15,primero,62
2013-09-15,tercero,79
2013-09-15,segundo,11
2013-09-16,tercero,66
2013-09-16,segundo,48
2013-09-16,primero,84
2013-09-17,tercero,57
2013-09-17,segundo,82
2013-09-17,primero,64
2013-09-18,primero,68
2013-09-18,segundo,26
2013-09-18,tercero,20
2013-09-19,segundo,79
2013-09-19,primero,3
2013-09-19,tercero,98
2013-09-20,tercero,32
2013-09-20,segundo,43
2013-09-20,primero,75
2013-09-21,tercero,94
2013-09-21,segundo,88
2013-09-21,primero,97
2013-09-22,primero,15
2013-09-22,tercero,85
2013-09-22,segundo,29
2013-09-23,tercero,38
2013-09-23,segundo,23
2013-09-23,primero,61
2013-09-26,tercero,33
2013-09-26,segundo,85
2013-09-26,primero,57
2013-09-27,tercero,84
2013-09-27,segundo,74
2013-09-27,primero,92
2013-09-28,tercero,49
2013-09-28,segundo,24
2013-09-28,primero,24
2013-09-29,primero,21
2013-09-29,tercero,91
2013-09-29,segundo,33
2013-09-30,tercero,60
2013-09-30,segundo,23
2013-09-30,primero,28
2013-10-01,tercero,19
2013-10-01,segundo,59
2013-10-01,primero,39
2013-10-02,tercero,12
2013-10-02,segundo,71
2013-10-02,primero,16
2013-10-03,primero,41
2013-10-03,tercero,95
2013-10-03,segundo,14
2013-10-04,tercero,87
2013-10-04,segundo,11
2013-10-04,primero,7
2013-10-05,tercero,50
2013-10-05,segundo,54
2013-10-05,primero,63
2013-10-06,tercero,10
2013-10-06,segundo,60
2013-10-06,primero,69
2013-10-07,primero,89
2013-10-07,tercero,41
2013-10-07,segundo,91
2013-10-08,tercero,92
2013-10-08,segundo,55
2013-10-08,primero,26
2013-10-09,tercero,68
2013-10-09,segundo,11
2013-10-09,primero,97
2013-10-10,tercero,54
2013-10-10,segundo,64
2013-10-10,primero,61
2013-10-11,primero,73
2013-10-11,segundo,81
2013-10-11,tercero,56
2013-10-12,primero,37
2013-10-12,tercero,15
2013-10-12,segundo,88
2013-10-13,primero,31
2013-10-13,tercero,78
2013-10-13,segundo,45
2013-10-14,primero,78
2013-10-14,tercero,74
2013-10-14,segundo,40
2013-10-15,tercero,79
2013-10-15,segundo,45
2013-10-15,primero,20
2013-10-16,tercero,49
2013-10-16,segundo,43
2013-10-16,primero,6
2013-10-17,primero,24
2013-10-17,segundo,91
2013-10-17,tercero,34
2013-10-18,segundo,29
2013-10-18,primero,40
2013-10-18,tercero,95
2013-10-19,tercero,90
2013-10-19,segundo,68
